Id,Interview,Prediction
511," You did? __EOS__ I used to do it a lot when - you know, right after ""Dookie"" came out. I was arrested for it in Milwaukee, Wisconsin. I did it at Madison Square Garden, because I didn't know if I was ever going to play Madison Square Garden again. So I, you know, I said, well, there's one way to remember this occasion, is to be the guy who was naked on stage at Madison Square Garden. __EOS__ So what statement were you making by taking all your clothes off? __EOS__ It was, like, this non-statement statement. You know, I mean, there was no - I just was - it was, you know, old enough to know better but too young to care, you know, kind of attitude towards it. ",2
,,
512," A lot, a lot, but that's not to say that the book is just roman a clef. No, definitely not. But I drew on emotional experience and emotional maturity, let's say, to - for the second voice, the mature voice. __EOS__ Of Mira herself. __EOS__ Of Mira, yeah, the grown Mira. Because there's a young Mira, there's the 25-year-old Mira and then there's the older Mira, who's looking back on her love affair, on her first marriage, on her arrival in Europe. __EOS__ The chapters in Lost Hearts are dated, but the dates are not in chronological order. So were they written in random, as the voices of Mira's, Nick and Zenin? ",0
,,
513," Robert Levi, why don't you try the first part of that? __EOS__ Well, I hope that it will reintroduce people to this incredible, unique, unprecedented collaboration that these two men... __EOS__ The second portion of that is... __EOS__ Hello? ",2
,,
514,"  Brother can you spare a dime? __EOS__ Andy Bey's voice is his instrument É__ and his album captures the in-the-moment thrill of a master. __EOS__  Say, don't you remember, my name is Al. Brother, brother, can you spare a dime? Brother. __EOS__ That report comes from Ashley Kahn, author of ""A Love Supreme  The Story of John Coltrane's Signature Album."" Andy Bey's new CD is ""Ain't Necessarily So."" To hear songs from throughout Andy Bey's career, go to our new music Web site npr.org/music. ",2
,,
515," Well, let's move ahead, judge for ourselves.__EOS__ OK.__EOS__ It feels - doesn't it feel as though you just, you know, it's a big question mark to me at the end.__EOS__ Yeah.",2
,,
516," Yeah. __EOS__ Thanks for showing us the studio. __EOS__ Thanks for coming down. __EOS__ To hear songs from Mocean Worker's new CD, and to discover more into your music, visit npr.org/music. This is WEEKEND EDITION from NPR News. Liane Hansen returns next week. I'm Robert Smith.  Transcript provided by NPR, Copyright NPR.",2
,,
517," Were you ever blacklisted yourself? __EOS__ Absolutely. In the witch hunt. And theres an example of what they do. The climactic scene in that story, in that movie was shot and neatly cut out. __EOS__ What was the scene? __EOS__ The scene was where the Barbra Streisand character says to the Robert Redford character - he says to her the studio says I have a subversive wife and they will fire me unless you go and become an informer. And he wants her to inform to save his butt. And she says well, there's a very simple solution, willy-nilly circumstances forced you into this. I will get a divorce. You won't have a subversive wife. What they kept was willy-nilly circumstances forced you into a solution. I will get a divorce. The whole business about informing and subversion, which was what the picture was basically about, they cut out. They said the public doesn't want it. They want a romance. How did they know? I don't know. Maybe they were looking in a crystal ball. But it's so unsatisfied. ",3
